"Id","Type","KOfam","COG_CATEGORY"
"MG_K14475","KO_coverage","inhibitor of cysteine peptidase","Posttranslational modification, protein turnover, chaperones"
"MG_K15461","KO_coverage","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]","Amino acid transport and metabolism"
"MG_K15582","KO_coverage","oligopeptide transport system permease protein","Amino acid transport and metabolism"
"MG_K15583","KO_coverage","oligopeptide transport system ATP-binding protein","Amino acid transport and metabolism"
"MG_K15984","KO_coverage","16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]","Translation, ribosomal structure and biogenesis"
"MG_K16044","KO_coverage","scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.371]","General function prediction only"
"MG_K16511","KO_coverage","adapter protein MecA 1/2",NA
"MG_K17836","KO_coverage","beta-lactamase class A [EC:3.5.2.6]","Defense mechanisms"
"MG_K18136","KO_coverage","TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor","Transcription"
"MG_K18979","KO_coverage","epoxyqueuosine reductase [EC:1.17.99.6]","Translation, ribosomal structure and biogenesis"
"MG_K20108","KO_coverage","maltose PTS system EIICB or EIICBA component [EC:2.7.1.208]","Carbohydrate transport and metabolism"
"MG_K20265","KO_coverage","glutamate:GABA antiporter","Amino acid transport and metabolism"
"MG_K20276","KO_coverage","large repetitive protein","Cell cycle control, cell division, chromosome partitioning"
"MG_K21636","KO_coverage","ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]","Nucleotide transport and metabolism"
"MG_K00057","KO_coverage","glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]","Energy production and conversion"
"MG_K00134","KO_coverage","glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]","Carbohydrate transport and metabolism"
"MG_K00384","KO_coverage","thioredoxin reductase (NADPH) [EC:1.8.1.9]","Posttranslational modification, protein turnover, chaperones"
"MG_K00554","KO_coverage","tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]","Translation, ribosomal structure and biogenesis"
"MG_K00566","KO_coverage","tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]","Translation, ribosomal structure and biogenesis"
"MG_K00604","KO_coverage","methionyl-tRNA formyltransferase [EC:2.1.2.9]","Translation, ribosomal structure and biogenesis"
"MG_K00655","KO_coverage","1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]","Lipid transport and metabolism"
"MG_K00700","KO_coverage","1,4-alpha-glucan branching enzyme [EC:2.4.1.18]","Carbohydrate transport and metabolism"
"MG_K00759","KO_coverage","adenine phosphoribosyltransferase [EC:2.4.2.7]","Nucleotide transport and metabolism"
"MG_K00760","KO_coverage","hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]","Nucleotide transport and metabolism"
"MG_K00789","KO_coverage","S-adenosylmethionine synthetase [EC:2.5.1.6]","Coenzyme transport and metabolism"
"MG_K00790","KO_coverage","UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]","Cell wall/membrane/envelope biogenesis"
"MG_K00791","KO_coverage","tRNA dimethylallyltransferase [EC:2.5.1.75]","Translation, ribosomal structure and biogenesis"
"MG_K00858","KO_coverage","NAD+ kinase [EC:2.7.1.23]","Coenzyme transport and metabolism"
"MG_K00873","KO_coverage","pyruvate kinase [EC:2.7.1.40]","Carbohydrate transport and metabolism"
"MG_K00925","KO_coverage","acetate kinase [EC:2.7.2.1]","Energy production and conversion"
"MG_K00927","KO_coverage","phosphoglycerate kinase [EC:2.7.2.3]","Carbohydrate transport and metabolism"
"MG_K00939","KO_coverage","adenylate kinase [EC:2.7.4.3]","Nucleotide transport and metabolism"
"MG_K00942","KO_coverage","guanylate kinase [EC:2.7.4.8]","Nucleotide transport and metabolism"
"MG_K00943","KO_coverage","dTMP kinase [EC:2.7.4.9]","Nucleotide transport and metabolism"
"MG_K00945","KO_coverage","CMP/dCMP kinase [EC:2.7.4.25]","Nucleotide transport and metabolism"
"MG_K00948","KO_coverage","ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Nucleotide transport and metabolism"
"MG_K00969","KO_coverage","nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]","Coenzyme transport and metabolism"
"MG_K00970","KO_coverage","poly(A) polymerase [EC:2.7.7.19]","Translation, ribosomal structure and biogenesis"
"MG_K00974","KO_coverage","tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]","Translation, ribosomal structure and biogenesis"
"MG_K00981","KO_coverage","phosphatidate cytidylyltransferase [EC:2.7.7.41]","Lipid transport and metabolism"
"MG_K01142","KO_coverage","exodeoxyribonuclease III [EC:3.1.11.2]","Replication, recombination and repair"
"MG_K01265","KO_coverage","methionyl aminopeptidase [EC:3.4.11.18]","Translation, ribosomal structure and biogenesis"
"MG_K01462","KO_coverage","peptide deformylase [EC:3.5.1.88]","Translation, ribosomal structure and biogenesis"
"MG_K01619","KO_coverage","deoxyribose-phosphate aldolase [EC:4.1.2.4]","Nucleotide transport and metabolism"
"MG_K01662","KO_coverage","1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]","Coenzyme transport and metabolism"
"MG_K01778","KO_coverage","diaminopimelate epimerase [EC:5.1.1.7]","Amino acid transport and metabolism"
"MG_K01784","KO_coverage","UDP-glucose 4-epimerase [EC:5.1.3.2]","Cell wall/membrane/envelope biogenesis"
"MG_K01803","KO_coverage","triosephosphate isomerase (TIM) [EC:5.3.1.1]","Carbohydrate transport and metabolism"
"MG_K01808","KO_coverage","ribose 5-phosphate isomerase B [EC:5.3.1.6]","Carbohydrate transport and metabolism"
"MG_K01810","KO_coverage","glucose-6-phosphate isomerase [EC:5.3.1.9]","Carbohydrate transport and metabolism"
"MG_K01867","KO_coverage","tryptophanyl-tRNA synthetase [EC:6.1.1.2]","Translation, ribosomal structure and biogenesis"
"MG_K01869","KO_coverage","leucyl-tRNA synthetase [EC:6.1.1.4]","Translation, ribosomal structure and biogenesis"
"MG_K01870","KO_coverage","isoleucyl-tRNA synthetase [EC:6.1.1.5]","Translation, ribosomal structure and biogenesis"
"MG_K01872","KO_coverage","alanyl-tRNA synthetase [EC:6.1.1.7]","Translation, ribosomal structure and biogenesis"
"MG_K01874","KO_coverage","methionyl-tRNA synthetase [EC:6.1.1.10]","Translation, ribosomal structure and biogenesis"
"MG_K01881","KO_coverage","prolyl-tRNA synthetase [EC:6.1.1.15]","Translation, ribosomal structure and biogenesis"
"MG_K01885","KO_coverage","glutamyl-tRNA synthetase [EC:6.1.1.17]","Translation, ribosomal structure and biogenesis"
"MG_K01890","KO_coverage","phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]","Translation, ribosomal structure and biogenesis"
"MG_K01916","KO_coverage","NAD+ synthase [EC:6.3.1.5]","Coenzyme transport and metabolism"
"MG_K01928","KO_coverage","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]","Cell wall/membrane/envelope biogenesis"
"MG_K01972","KO_coverage","DNA ligase (NAD+) [EC:6.5.1.2]","Replication, recombination and repair"
"MG_K02033","KO_coverage","peptide/nickel transport system permease protein","Amino acid transport and metabolism"
"MG_K02038","KO_coverage","phosphate transport system permease protein","Inorganic ion transport and metabolism"
"MG_K02117","KO_coverage","V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]","Energy production and conversion"
"MG_K02314","KO_coverage","replicative DNA helicase [EC:5.6.2.3]","Replication, recombination and repair"
"MG_K02316","KO_coverage","DNA primase [EC:2.7.7.101]","Replication, recombination and repair"
"MG_K02338","KO_coverage","DNA polymerase III subunit beta [EC:2.7.7.7]","Replication, recombination and repair"
"MG_K02355","KO_coverage","elongation factor G","Translation, ribosomal structure and biogenesis"
"MG_K02356","KO_coverage","elongation factor P","Translation, ribosomal structure and biogenesis"
"MG_K02397","KO_coverage","flagellar hook-associated protein 3 FlgL","Cell motility"
"MG_K02406","KO_coverage","flagellin","Cell motility"
"MG_K02435","KO_coverage","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]","Translation, ribosomal structure and biogenesis"
"MG_K02503","KO_coverage","histidine triad (HIT) family protein","Nucleotide transport and metabolism"
"MG_K02518","KO_coverage","translation initiation factor IF-1","Translation, ribosomal structure and biogenesis"
"MG_K02519","KO_coverage","translation initiation factor IF-2","Translation, ribosomal structure and biogenesis"
"MG_K02520","KO_coverage","translation initiation factor IF-3","Translation, ribosomal structure and biogenesis"
"MG_K02528","KO_coverage","16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]","Translation, ribosomal structure and biogenesis"
"MG_K02600","KO_coverage","transcription termination/antitermination protein NusA","Transcription"
"MG_K02601","KO_coverage","transcription termination/antitermination protein NusG","Transcription"
"MG_K02759","KO_coverage","cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]","Carbohydrate transport and metabolism"
"MG_K02760","KO_coverage","cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]","Carbohydrate transport and metabolism"
"MG_K02834","KO_coverage","ribosome-binding factor A","Translation, ribosomal structure and biogenesis"
"MG_K02863","KO_coverage","large subunit ribosomal protein L1","Translation, ribosomal structure and biogenesis"
"MG_K02864","KO_coverage","large subunit ribosomal protein L10","Translation, ribosomal structure and biogenesis"
"MG_K02867","KO_coverage","large subunit ribosomal protein L11","Translation, ribosomal structure and biogenesis"
"MG_K02874","KO_coverage","large subunit ribosomal protein L14","Translation, ribosomal structure and biogenesis"
"MG_K02878","KO_coverage","large subunit ribosomal protein L16","Translation, ribosomal structure and biogenesis"
"MG_K02884","KO_coverage","large subunit ribosomal protein L19","Translation, ribosomal structure and biogenesis"
"MG_K02888","KO_coverage","large subunit ribosomal protein L21","Translation, ribosomal structure and biogenesis"
"MG_K02890","KO_coverage","large subunit ribosomal protein L22","Translation, ribosomal structure and biogenesis"
"MG_K02892","KO_coverage","large subunit ribosomal protein L23","Translation, ribosomal structure and biogenesis"
"MG_K02899","KO_coverage","large subunit ribosomal protein L27","Translation, ribosomal structure and biogenesis"
"MG_K02906","KO_coverage","large subunit ribosomal protein L3","Translation, ribosomal structure and biogenesis"
"MG_K02911","KO_coverage","large subunit ribosomal protein L32","Translation, ribosomal structure and biogenesis"
"MG_K02913","KO_coverage","large subunit ribosomal protein L33","Translation, ribosomal structure and biogenesis"
"MG_K02931","KO_coverage","large subunit ribosomal protein L5","Translation, ribosomal structure and biogenesis"
"MG_K02933","KO_coverage","large subunit ribosomal protein L6","Translation, ribosomal structure and biogenesis"
"MG_K02935","KO_coverage","large subunit ribosomal protein L7/L12","Translation, ribosomal structure and biogenesis"
"MG_K02946","KO_coverage","small subunit ribosomal protein S10","Translation, ribosomal structure and biogenesis"
"MG_K02948","KO_coverage","small subunit ribosomal protein S11","Translation, ribosomal structure and biogenesis"
"MG_K02950","KO_coverage","small subunit ribosomal protein S12","Translation, ribosomal structure and biogenesis"
"MG_K02954","KO_coverage","small subunit ribosomal protein S14","Translation, ribosomal structure and biogenesis"
"MG_K02961","KO_coverage","small subunit ribosomal protein S17","Translation, ribosomal structure and biogenesis"
"MG_K02965","KO_coverage","small subunit ribosomal protein S19","Translation, ribosomal structure and biogenesis"
"MG_K02967","KO_coverage","small subunit ribosomal protein S2","Translation, ribosomal structure and biogenesis"
"MG_K02968","KO_coverage","small subunit ribosomal protein S20","Translation, ribosomal structure and biogenesis"
"MG_K02982","KO_coverage","small subunit ribosomal protein S3","Translation, ribosomal structure and biogenesis"
"MG_K02990","KO_coverage","small subunit ribosomal protein S6","Translation, ribosomal structure and biogenesis"
"MG_K02992","KO_coverage","small subunit ribosomal protein S7","Translation, ribosomal structure and biogenesis"
"MG_K02994","KO_coverage","small subunit ribosomal protein S8","Translation, ribosomal structure and biogenesis"
"MG_K02996","KO_coverage","small subunit ribosomal protein S9","Translation, ribosomal structure and biogenesis"
"MG_K03040","KO_coverage","DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]","Transcription"
"MG_K03043","KO_coverage","DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]","Transcription"
"MG_K03070","KO_coverage","preprotein translocase subunit SecA [EC:7.4.2.8]","Intracellular trafficking, secretion, and vesicular transport"
"MG_K03101","KO_coverage","signal peptidase II [EC:3.4.23.36]","Cell wall/membrane/envelope biogenesis"
"MG_K03111","KO_coverage","single-strand DNA-binding protein","Replication, recombination and repair"
"MG_K03152","KO_coverage","protein deglycase [EC:3.5.1.124]","Defense mechanisms"
"MG_K03218","KO_coverage","23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]","Translation, ribosomal structure and biogenesis"
"MG_K03406","KO_coverage","methyl-accepting chemotaxis protein","Signal transduction mechanisms"
"MG_K03424","KO_coverage","TatD DNase family protein [EC:3.1.21.-]","Cell motility"
"MG_K03438","KO_coverage","16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]","Translation, ribosomal structure and biogenesis"
"MG_K03439","KO_coverage","tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]","Translation, ribosomal structure and biogenesis"
"MG_K03470","KO_coverage","ribonuclease HII [EC:3.1.26.4]","Replication, recombination and repair"
"MG_K03501","KO_coverage","16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]","Translation, ribosomal structure and biogenesis"
"MG_K03524","KO_coverage","BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]","Coenzyme transport and metabolism"
"MG_K03527","KO_coverage","4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]","Lipid transport and metabolism"
"MG_K03529","KO_coverage","chromosome segregation protein","Cell cycle control, cell division, chromosome partitioning"
"MG_K03531","KO_coverage","cell division protein FtsZ","Cell cycle control, cell division, chromosome partitioning"
"MG_K03536","KO_coverage","ribonuclease P protein component [EC:3.1.26.5]","Translation, ribosomal structure and biogenesis"
"MG_K03553","KO_coverage","recombination protein RecA","Replication, recombination and repair"
"MG_K03596","KO_coverage","GTP-binding protein LepA","Translation, ribosomal structure and biogenesis"
"MG_K03621","KO_coverage","phosphate acyltransferase [EC:2.3.1.274]","Lipid transport and metabolism"
"MG_K03624","KO_coverage","transcription elongation factor GreA","Transcription"
"MG_K03642","KO_coverage","rare lipoprotein A","Cell wall/membrane/envelope biogenesis"
"MG_K03657","KO_coverage","ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]","Replication, recombination and repair"
"MG_K03664","KO_coverage","SsrA-binding protein","Posttranslational modification, protein turnover, chaperones"
"MG_K03671","KO_coverage","thioredoxin 1","Posttranslational modification, protein turnover, chaperones"
"MG_K03685","KO_coverage","ribonuclease III [EC:3.1.26.3]","Transcription"
"MG_K03703","KO_coverage","excinuclease ABC subunit C","Replication, recombination and repair"
"MG_K03749","KO_coverage","DedD protein","Cell cycle control, cell division, chromosome partitioning"
